year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s
2011,0.6552000000000001,0.7760300000000001,5.46,-4.78153,0.6,0.08424100000000001,0.08457846999999999,0.02603065310000001,0.197583,0.5927260000000001,126.95483999999999,232.18881000000002
2012,0.6366299999999999,0.77887,4.68,-4.8469,0.64,0.085165,0.07708641000000001,0.011046829900000001,0.220062,0.57639,123.87976,229.64015
2013,0.6265900000000001,0.7230800000000001,5.32,-5.395570000000001,0.64,0.07766100000000001,0.13925957,0.010659624999999999,0.20465999999999998,0.5145679999999999,122.36784999999998,228.01267999999996
2014,0.6475050505050506,0.715080808080808,5.111111111111111,-5.5539393939393955,0.6262626262626263,0.07666060606060605,0.1798506767676768,0.028147270606060603,0.19863939393939392,0.5246848484848485,119.04845454545453,218.64939393939395
2015,0.6577916666666667,0.6718645833333333,4.739583333333333,-5.86646875,0.5833333333333334,0.07442291666666667,0.22122041666666667,0.0013414255208333333,0.17816770833333337,0.515034375,120.59016666666666,218.30434375000002
2016,0.6690102040816327,0.6696428571428573,5.23469387755102,-5.815826530612245,0.5204081632653061,0.09237142857142856,0.1573129285714286,0.016277985204081632,0.19343367346938775,0.49297244897959186,115.50284693877552,219.40327551020408
2017,0.670763440860215,0.6458709677419355,5.193548387096774,-5.740720430107528,0.6236559139784946,0.08406021505376345,0.17382267741935484,0.005044490537634409,0.1486795698924731,0.5058569892473118,113.58327956989248,219.8214838709677
2018,0.6615799999999998,0.6612,4.84,-5.704670000000001,0.66,0.09810500000000001,0.19579859000000002,0.0153538084,0.14500600000000002,0.44927,118.57389,209.24527
2019,0.6821,0.60748,5.29,-6.26305,0.58,0.098954,0.24806840000000002,0.0069472797,0.17478199999999997,0.46728699999999995,118.61059000000002,197.80728
